"112年07月21日 每5秒指數統計"
"時間","發行量加權股價指數","未含金融保險股指數","未含電子股指數","未含金融電子股指數","水泥類指數","食品類指數","塑膠類指數","紡織纖維類指數","電機機械類指數","電器電纜類指數","化學生技醫療類指數","化學類指數","生技醫療類指數","玻璃陶瓷類指數","造紙類指數","鋼鐵類指數","橡膠類指數","汽車類指數","電子類指數","半導體類指數","電腦及週邊設備類指數","光電類指數","通信網路類指數","電子零組件類指數","電子通路類指數","資訊服務類指數","其他電子類指數","建材營造類指數","航運類指數","觀光餐旅類指數","金融保險類指數","貿易百貨類指數","油電燃氣類指數","綠能環保類指數","數位雲端類指數","運動休閒類指數","居家生活類指數","其他類指數",
="09:30:40","16,952.83","14,676.44","18,396.93","15,166.82","163.81","2,107.25","229.15","598.59","318.90","107.81","130.10","153.34","75.30","50.36","377.51","144.19","244.37","419.88","825.37","374.19","238.85","37.35","137.77","193.97","186.76","176.64","105.58","374.14","146.44","144.23","1,666.09","290.78","106.91","93.78","93.92","98.79","94.99","379.53",
="09:30:45","16,953.42","14,676.47","18,399.21","15,167.60","163.66","2,107.25","229.15","598.59","319.07","107.80","130.10","153.34","75.30","50.36","377.51","144.19","244.37","419.95","825.35","374.16","238.88","37.36","137.78","193.97","186.76","176.57","105.58","374.14","146.47","144.23","1,666.57","290.78","106.91","93.83","93.92","98.79","94.99","379.59",
="09:30:50","16,952.81","14,676.20","18,397.49","15,166.68","163.60","2,107.25","229.15","598.67","319.00","107.79","130.10","153.34","75.30","50.36","377.51","144.20","244.34","420.04","825.35","374.16","238.92","37.37","137.77","193.89","186.76","176.62","105.58","374.14","146.44","144.31","1,666.29","290.46","106.91","93.75","93.92","98.79","94.99","379.61",
="09:30:55","16,952.57","14,675.74","18,396.34","15,164.52","163.65","2,107.25","229.14","598.67","319.02","107.79","130.10","153.30","75.32","50.36","377.51","144.05","244.34","420.04","825.36","374.22","238.78","37.34","137.78","193.93","186.76","176.89","105.58","374.14","146.36","144.32","1,666.48","290.46","106.92","93.75","93.92","98.72","94.99","379.61",
="09:31:00","16,952.84","14,675.77","18,398.33","15,166.06","163.78","2,107.31","229.14","598.67","319.03","107.78","130.12","153.34","75.32","50.36","377.51","144.19","244.34","420.05","825.33","374.23","238.66","37.34","137.79","193.91","186.76","176.58","105.61","374.14","146.34","144.31","1,666.69","290.48","106.92","93.84","93.92","98.72","94.99","379.61",
="09:31:05","16,946.15","14,669.63","18,397.85","15,166.96","163.65","2,107.23","229.15","598.67","319.11","107.80","130.11","153.33","75.32","50.36","377.51","144.19","244.34","420.03","824.82","373.70","238.75","37.33","137.79","193.90","186.83","176.63","105.90","374.14","146.33","144.31","1,666.33","290.48","106.92","93.84","93.92","98.76","94.99","379.91",
="09:31:10","16,951.70","14,674.60","18,399.65","15,167.45","163.66","2,107.23","229.06","598.86","319.02","107.80","130.10","153.33","75.31","50.36","377.51","144.19","244.34","420.07","825.21","374.24","238.60","37.33","137.54","193.89","186.90","176.61","105.60","374.14","146.45","144.34","1,666.73","290.48","106.92","93.84","93.92","98.75","95.00","379.91",
="09:31:15","16,952.95","14,675.56","18,400.06","15,166.99","163.66","2,107.23","229.15","598.65","319.09","107.79","130.07","153.27","75.30","50.36","377.81","144.17","244.34","420.07","825.29","374.20","238.65","37.35","137.75","193.95","186.77","176.61","105.60","374.14","146.36","144.35","1,666.96","290.48","106.92","93.84","93.92","98.75","94.99","379.91",
="09:31:20","16,953.93","14,676.74","18,399.66","15,167.29","163.60","2,107.01","229.06","598.65","319.11","107.80","130.07","153.25","75.31","50.39","377.81","144.17","244.34","420.04","825.38","374.19","238.61","37.35","137.79","193.78","186.74","176.63","105.93","374.14","146.48","144.36","1,666.77","290.48","106.91","93.84","93.92","98.75","95.00","379.91",
="09:31:25","16,953.27","14,676.09","18,400.76","15,168.61","163.80","2,107.01","229.06","598.66","319.17","107.82","130.09","153.26","75.34","50.39","377.81","144.20","244.34","420.04","825.30","374.21","238.72","37.35","137.79","193.83","186.67","176.63","105.61","374.14","146.45","144.34","1,666.77","290.81","106.92","93.84","93.92","98.68","95.00","380.01",
="09:31:30","16,953.27","14,676.02","18,399.60","15,166.97","163.80","2,106.63","229.06","598.66","318.95","107.90","130.09","153.25","75.34","50.39","377.81","144.20","244.34","420.02","825.33","374.25","238.59","37.35","137.75","193.93","186.66","176.59","105.61","374.14","146.36","144.33","1,666.83","290.81","106.91","93.84","93.92","98.70","95.00","380.00",
="09:31:35","16,953.50","14,676.22","18,399.93","15,167.29","163.80","2,106.63","229.06","598.66","319.10","107.90","130.08","153.24","75.34","50.39","377.81","144.19","244.34","420.16","825.34","374.23","238.66","37.35","137.75","193.94","186.66","176.59","105.61","374.14","146.40","144.34","1,666.85","290.81","106.91","93.88","93.92","98.70","95.00","379.70",
="09:31:40","16,955.87","14,678.16","18,401.88","15,168.27","163.67","2,106.86","229.17","598.74","319.03","107.89","130.11","153.25","75.36","50.40","377.81","144.20","244.34","420.14","825.47","374.27","238.84","37.36","137.75","193.95","186.67","176.59","105.61","374.14","146.49","144.34","1,667.18","290.81","106.91","93.80","93.66","98.71","95.00","379.72",
="09:31:45","16,954.90","14,676.45","18,404.49","15,168.65","163.67","2,107.04","229.25","599.09","319.03","107.89","130.09","153.23","75.35","50.50","377.87","144.20","244.29","420.19","825.33","374.22","238.76","37.37","137.76","193.80","186.67","176.63","105.62","374.14","146.38","144.37","1,667.85","290.79","106.92","93.88","93.66","98.70","95.00","379.71",
="09:31:50","16,957.19","14,679.66","18,401.58","15,168.62","163.61","2,107.53","229.25","598.93","319.03","107.89","130.08","153.20","75.35","50.50","377.57","144.20","244.29","420.24","825.58","374.27","238.76","37.37","137.79","193.80","186.76","176.64","105.94","374.14","146.36","144.37","1,667.01","290.79","106.92","93.88","93.66","98.77","95.00","379.71",
="09:31:55","16,954.24","14,676.84","18,401.23","15,168.46","163.61","2,107.53","229.15","598.93","319.08","107.89","130.08","153.20","75.35","50.50","377.69","144.22","244.29","420.24","825.36","374.23","238.79","37.35","137.79","193.82","186.76","176.71","105.61","374.14","146.39","144.37","1,666.95","290.79","106.92","93.88","93.66","98.77","95.00","379.71",
="09:32:00","16,955.47","14,677.59","18,402.53","15,168.37","163.80","2,107.43","229.06","598.92","319.07","107.88","130.08","153.20","75.35","50.50","377.87","144.23","244.34","420.21","825.42","374.28","238.78","37.35","137.79","193.82","186.68","176.71","105.61","374.14","146.39","144.37","1,667.35","290.79","106.92","93.88","93.66","98.77","95.00","379.71",
="09:32:05","16,956.64","14,678.69","18,402.87","15,168.61","163.67","2,107.20","229.06","598.92","319.07","107.89","130.08","153.20","75.35","50.50","377.87","144.25","244.34","420.23","825.50","374.30","238.96","37.37","137.77","193.77","186.59","176.71","105.62","374.14","146.38","144.39","1,667.39","290.79","106.92","93.88","93.66","98.83","95.00","379.76",
="09:32:10","16,957.91","14,680.38","18,401.83","15,168.98","163.67","2,107.20","229.06","598.92","319.12","107.97","130.09","153.21","75.36","50.49","377.87","144.26","244.34","420.23","825.63","374.29","239.18","37.37","137.77","193.90","186.58","176.71","105.61","374.14","146.36","144.39","1,666.99","290.79","106.92","93.88","93.66","98.83","95.00","379.76",
="09:32:15","16,951.54","14,673.20","18,404.11","15,168.36","163.80","2,107.55","229.06","599.00","319.14","107.98","130.09","153.21","75.36","50.49","378.05","144.11","244.34","420.16","825.08","373.80","239.29","37.38","137.75","193.92","186.81","176.71","105.61","374.16","146.34","144.40","1,667.81","290.79","106.92","93.88","93.68","98.82","95.00","379.75",
="09:32:20","16,961.03","14,682.48","18,404.22","15,168.44","163.74","2,107.60","229.06","599.00","319.17","107.96","130.08","153.18","75.36","50.49","378.10","144.14","244.34","420.16","825.81","374.35","239.34","37.38","137.76","193.91","186.73","176.69","105.61","374.32","146.36","144.37","1,667.82","290.85","106.92","93.88","93.68","98.74","95.00","379.75",
="09:32:25","16,960.63","14,682.78","18,404.21","15,170.93","163.80","2,107.60","229.06","599.00","319.18","107.98","130.08","153.18","75.36","50.49","378.10","144.25","244.48","420.19","825.78","374.34","239.30","37.38","137.76","193.91","186.81","176.70","105.61","374.32","146.49","144.36","1,667.21","290.85","106.92","93.88","93.68","98.74","95.00","379.74",
="09:32:30","16,959.48","14,681.47","18,403.90","15,169.88","163.80","2,107.60","229.07","599.01","319.10","107.98","130.08","153.20","75.35","50.49","378.10","144.11","244.48","420.17","825.70","374.29","239.28","37.38","137.76","193.90","186.81","176.76","105.61","374.33","146.48","144.37","1,667.38","290.85","106.92","93.88","93.68","98.78","95.00","379.74",
="09:32:35","16,959.66","14,681.65","18,402.06","15,167.68","163.61","2,107.60","229.07","599.01","319.00","107.96","130.08","153.21","75.35","50.49","378.10","144.09","244.48","420.14","825.76","374.33","239.38","37.36","137.77","193.86","186.81","176.69","105.61","374.34","146.38","144.31","1,667.38","290.81","106.92","93.88","93.68","98.78","95.00","379.74",
="09:32:40","16,960.50","14,682.66","18,403.16","15,169.67","163.67","2,107.37","229.16","599.01","318.92","107.98","130.08","153.21","75.35","50.49","378.10","144.21","244.48","420.18","825.79","374.33","239.45","37.37","137.76","193.89","186.73","176.73","105.59","374.34","146.44","144.26","1,667.21","290.81","106.92","93.88","93.68","98.78","95.00","379.73",
="09:32:45","16,961.05","14,683.28","18,403.16","15,170.00","163.67","2,107.37","229.16","599.01","319.01","107.98","130.08","153.21","75.35","50.49","377.98","144.21","244.48","420.19","825.84","374.33","239.43","37.39","137.77","193.96","186.73","176.69","105.59","374.34","146.44","144.26","1,667.14","290.81","106.92","93.88","93.68","98.78","95.00","379.75",
="09:32:50","16,953.04","14,675.23","18,401.41","15,167.11","163.74","2,107.37","228.96","599.01","319.09","107.90","130.10","153.21","75.37","50.49","377.98","144.21","244.48","420.16","825.26","373.85","239.47","37.40","137.77","194.04","186.74","176.69","105.60","374.34","146.26","144.26","1,667.33","290.81","106.92","93.88","93.68","98.80","95.01","379.75",
="09:32:55","16,960.82","14,682.19","18,404.24","15,168.15","163.80","2,107.43","228.96","599.01","319.08","107.97","130.09","153.19","75.37","50.49","377.98","144.21","244.48","420.16","825.79","374.33","239.44","37.39","137.51","194.04","186.82","176.67","105.60","374.34","146.34","144.25","1,667.90","290.81","106.92","93.88","93.68","98.78","95.01","379.76",
="09:33:00","16,961.08","14,682.67","18,402.58","15,166.96","163.67","2,107.43","228.96","599.01","319.10","107.86","130.09","153.19","75.37","50.49","377.98","144.21","244.48","420.15","825.86","374.36","239.49","37.38","137.52","194.07","186.81","176.67","105.61","374.35","146.34","144.22","1,667.70","290.72","106.93","93.88","93.68","98.77","95.00","379.66",
="09:33:05","16,960.05","14,681.85","18,402.48","15,167.53","163.80","2,107.43","228.96","599.01","319.11","107.82","130.10","153.19","75.38","50.48","377.98","144.09","244.48","420.20","825.78","374.33","239.45","37.38","137.52","194.02","186.67","176.67","105.61","374.35","146.36","144.22","1,667.54","290.72","106.93","93.88","93.68","98.84","95.00","379.76",
="09:33:10","16,960.65","14,682.56","18,401.56","15,166.89","163.80","2,107.43","228.96","599.01","319.11","107.92","130.06","153.19","75.34","50.48","378.10","144.08","244.48","420.05","825.85","374.39","239.43","37.38","137.53","194.01","186.67","176.60","105.61","374.35","146.34","144.29","1,667.43","290.72","106.93","93.88","93.68","98.83","95.00","379.74",
="09:33:15","16,960.38","14,682.06","18,402.73","15,167.43","163.67","2,107.43","228.98","598.93","319.01","107.85","130.09","153.22","75.35","50.48","378.16","144.21","244.48","420.19","825.80","374.36","239.32","37.38","137.53","194.09","186.65","176.60","105.61","374.35","146.34","144.28","1,667.63","290.73","106.93","93.88","93.66","98.83","95.00","379.73",
="09:33:20","16,969.44","14,690.93","18,401.05","15,165.43","163.61","2,107.43","228.97","598.93","319.09","107.85","130.11","153.18","75.40","50.48","378.16","144.23","244.48","420.16","826.54","374.83","239.40","37.39","137.80","194.07","186.65","176.63","105.62","374.32","146.19","144.25","1,667.63","290.66","106.93","93.88","93.68","98.75","95.01","379.72",
="09:33:25","16,969.29","14,690.83","18,402.55","15,167.39","163.67","2,107.43","229.06","599.01","319.01","107.84","130.11","153.19","75.40","50.48","378.16","144.18","244.48","420.07","826.49","374.83","239.45","37.39","137.56","194.11","186.66","176.60","105.62","374.32","146.23","144.26","1,667.59","290.66","106.93","93.84","93.68","98.82","95.01","380.04",
="09:33:30","16,960.15","14,682.49","18,400.94","15,167.64","163.80","2,107.49","229.06","599.01","319.01","107.84","130.14","153.19","75.43","50.48","377.92","144.18","244.48","420.07","825.83","374.35","239.42","37.39","137.56","194.05","186.65","176.38","105.62","374.32","146.22","144.16","1,667.06","290.66","106.93","93.83","93.68","98.82","95.01","380.04",
="09:33:35","16,970.27","14,691.85","18,403.21","15,168.42","163.80","2,107.49","228.97","599.01","319.04","107.83","130.18","153.20","75.48","50.48","378.16","144.18","244.48","420.07","826.55","374.90","239.41","37.39","137.56","194.08","186.72","176.60","105.61","374.32","146.33","144.12","1,667.53","290.66","106.93","93.87","93.68","98.82","95.01","380.02",
="09:33:40","16,964.31","14,685.12","18,406.52","15,169.15","163.67","2,107.49","229.20","599.01","319.05","107.80","130.18","153.19","75.48","50.48","378.16","144.06","244.48","420.07","826.00","374.37","239.62","37.39","137.79","193.98","186.72","176.60","105.61","374.32","146.33","144.19","1,668.32","290.66","106.93","93.87","93.79","98.83","95.01","379.97",
="09:33:45","16,974.84","14,695.34","18,405.63","15,167.78","163.61","2,107.49","228.89","599.17","319.15","107.80","130.19","153.19","75.49","50.48","378.16","144.18","244.48","420.07","826.84","374.88","239.57","37.39","137.81","194.04","186.73","176.58","105.93","374.32","146.36","144.18","1,668.39","290.98","106.93","93.78","93.79","98.74","95.01","379.88",
="09:33:50","16,972.35","14,692.93","18,405.87","15,168.15","163.74","2,107.49","228.89","599.01","319.27","107.80","130.19","153.21","75.48","50.48","377.92","144.18","244.37","420.07","826.64","374.88","239.57","37.37","137.81","193.98","186.72","176.58","105.62","374.32","146.36","144.09","1,668.37","290.98","106.93","93.86","93.81","98.73","95.01","379.86",
="09:33:55","16,972.26","14,692.71","18,406.51","15,168.45","163.60","2,107.22","228.89","599.01","319.34","107.84","130.18","153.24","75.46","50.48","377.56","144.21","244.37","420.07","826.62","374.88","239.52","37.35","137.79","194.03","186.72","176.58","105.62","374.32","146.40","144.09","1,668.49","290.98","106.93","93.78","93.81","98.78","95.01","379.85",
="09:34:00","16,972.16","14,693.62","18,403.54","15,168.53","163.60","2,107.15","228.89","599.01","319.26","107.84","130.18","153.23","75.46","50.48","377.62","144.23","244.37","420.07","826.69","374.87","239.67","37.36","137.81","194.08","186.65","176.56","105.62","374.32","146.40","144.10","1,667.60","290.98","106.93","93.78","93.81","98.81","95.01","379.85",
="09:34:05","16,970.03","14,691.27","18,404.54","15,168.74","163.79","2,107.19","228.89","599.01","319.19","107.84","130.16","153.21","75.44","50.48","377.62","144.23","244.51","420.08","826.50","374.88","239.65","37.35","137.80","194.03","186.65","176.63","105.30","374.32","146.34","144.14","1,667.84","290.98","106.93","93.78","93.79","98.87","95.01","379.85",
="09:34:10","16,969.96","14,691.32","18,403.52","15,167.97","163.66","2,107.19","228.89","599.01","319.27","107.84","130.17","153.21","75.46","50.48","377.62","144.23","244.51","420.09","826.52","374.86","239.54","37.36","137.57","194.07","186.65","176.60","105.60","374.32","146.27","144.10","1,667.73","290.98","106.93","93.78","93.79","98.86","95.01","379.90",
="09:34:15","16,968.58","14,689.97","18,402.99","15,167.34","163.73","2,107.19","228.97","598.96","319.20","107.82","130.17","153.21","75.46","50.48","377.62","144.23","244.51","420.14","826.42","374.90","239.57","37.35","137.54","194.15","186.72","176.63","105.27","374.30","146.25","144.14","1,667.73","290.98","106.92","93.78","93.79","98.72","94.91","379.89",
="09:34:20","16,964.26","14,686.05","18,402.55","15,167.91","163.79","2,107.19","228.98","598.97","319.22","107.82","130.17","153.19","75.47","50.48","377.80","144.22","244.55","420.09","826.10","374.44","239.61","37.35","137.79","194.12","186.72","176.63","105.59","374.30","146.29","144.14","1,667.46","290.98","106.92","93.78","93.77","98.72","94.91","379.89",
